,ZIP,year,lesshigh,high_school,Somecollege,Bachelor_degree,olderthan250lessthan9,olderthan2509to12,olderthan250highschool,olderthan250somecollege0nodegree,olderthan250associate_degree,olderthan250bachelor_degree,olderthan250graduate_degree,poverty,population,female,male
37,15135,2011,15,37.1,37.7,10.2,2.5,8.2,42.3,17.2,8,15.4,6.5,3.7,5305,2759,2546
38,15133,2011,6.8,29.9,54.8,8.5,1.4,4.5,40.5,19.9,9.7,14.8,9.1,6.8,6476,3508,2968
39,15132,2011,6.9,39,48.2,5.9,2,5.3,51.7,18.8,9.3,9.5,3.3,28,21916,11696,10220
40,15131,2011,20.1,43.3,34.5,2.1,3.8,12,46.3,18.7,8.6,6.6,4,4.4,8324,4485,3839
41,15129,2011,3.7,25.2,61.4,9.8,1.7,5.3,37.4,21,10.7,16.6,7.3,6.5,10839,5663,5176
42,15112,2011,9.1,39.6,32.9,18.4,1.3,4.2,32.9,17.5,9.1,23.7,11.3,22.3,3437,1795,1642
43,15110,2011,7.1,49.7,35.1,8.1,1.7,5.4,39.1,22.8,10.5,14.9,5.6,37.8,5717,3318,2399
44,15106,2011,10.7,17.3,50.8,21.2,2.5,3,29.1,18.6,9.1,25.6,12.1,13.7,18711,9599,9112
45,15090,2011,8.7,25.8,37.7,27.9,1.2,2.3,27.5,14.5,9,27.5,18,2.1,20585,10095,10490
46,15085,2011,0,100,0,0,0,0,29.9,21.3,11.2,25,12.7,7.7,7540,3827,3713
47,15082,2011,6.3,38.1,47.6,7.9,4.7,6.3,46,20.4,8.8,9.5,4.3,13.8,167,96,71
48,15056,2011,19.6,39.9,26.1,14.4,1.7,5.2,37.9,16.8,8.9,20.9,8.7,5.5,1104,608,496
49,15049,2011,8,31.3,55.7,5,3.9,2.8,42.7,21.3,13.5,12.1,3.7,8.5,901,490,411
50,15047,2011,0,45.7,28.6,25.7,4,12.3,41.7,10.5,7.3,15.7,8.5,0,0,0,0
51,15046,2011,0,0,0,0,0,0,0,0,0,0,0,10.3,2597,1338,1259
52,15045,2011,16.9,54.2,26.6,2.3,2.5,3.8,39,13.9,12.6,17.1,11.1,13.1,4502,2254,2248
53,15035,2011,17.6,34.6,35.1,12.6,1.5,5.4,46.2,15.9,10.7,14,6.3,9.4,2238,1240,998
54,15030,2011,0,0,100,0,11.8,5.5,52.5,7.1,7.6,15.5,0,20.1,1009,531,478
55,15034,2011,9.8,74,16.3,0,1.1,10.1,43.5,20.2,7.8,11.1,6.3,5.2,1948,971,977
56,15026,2011,7,20.2,69.3,3.5,1.8,8.4,47.9,18.9,9.3,9.1,4.5,4.5,3118,1687,1431
57,15025,2011,4.8,43.5,43.5,8.3,0.9,7.1,43.2,18.3,8.1,13.5,8.7,13.9,15745,8441,7304
58,15024,2011,20.3,28.4,42.9,8.4,1.9,7.1,39.4,15.2,10.7,15.3,10.4,8.4,8712,4595,4117
59,15020,2011,15,43.3,29.6,12.1,3.6,10.8,47.6,16.7,7.2,10,4.1,12.6,175,90,85
60,15018,2011,10.8,3.1,59.2,26.9,1.9,8.9,46.8,14.6,7.8,12.8,7.2,7.1,835,427,408
61,15015,2011,6.3,50.2,30.6,12.9,2.7,4.9,29.1,14.6,8.3,26.2,14.3,3.6,1183,626,557
62,15014,2011,9.7,19.4,38.7,32.3,0,0.3,12.9,15.4,6.9,39.6,24.8,13.4,3218,1745,1473
63,15007,2011,20.3,32.9,37.3,9.5,2.4,5.3,32.7,19,10,19.4,11.3,0,392,214,178
64,15003,2011,0,0,0,0,0,9.6,17.4,11.3,27,22.6,12.2,19.8,12170,6169,6001
65,15229,2011,1.2,12.2,27.9,58.8,2.1,1.7,6.4,8.1,3.1,32.5,46.1,5.8,13906,7268,6638
66,15227,2011,7.6,30.5,43,18.9,0.7,1.7,14.8,13.3,6.2,34.7,28.6,10.4,27761,14384,13377
67,15223,2011,0.7,27.8,40.1,31.3,3.7,9.7,30.7,17.6,8.2,15.7,14.3,12.5,6824,3465,3359
68,15238,2011,10.2,29,40.9,19.9,1.9,4.6,32.3,18,10.8,21.9,10.6,4.4,12544,6410,6134
69,15051,2011,7.5,41.6,36.7,14.2,2,6.6,38.8,27.5,11.2,10.1,3.9,7.8,485,259,226
70,15101,2011,11.5,19.7,44.6,24.2,1.5,2.6,27.7,15.4,9.2,30.3,13.3,5,25632,13214,12418
71,15044,2011,29.8,34,32.7,3.5,5.5,9.8,45.8,13.2,12.6,10,3.1,2.3,26127,13458,12669
72,15006,2011,0,32.4,35.1,32.4,0,3,33.8,13.4,14.9,26.4,8.6,0,213,105,108
73,15084,2011,15.8,35.3,33.9,14.9,0.6,2.8,34.7,20.8,10.8,19.2,11.1,13.7,9439,4756,4683
74,15089,2011,10.5,21.2,55.2,13.1,0.7,1.4,13,10.8,4.7,35.1,34.2,9.6,6134,3104,3030
75,15126,2011,7.9,22.4,54.1,15.6,3,4.6,32.4,16.5,10.2,23.1,10.2,4.2,6915,3538,3377
76,16059,2011,7.5,31.5,44.2,16.9,2.9,7.3,49.7,19.4,8.2,9.6,2.9,9.4,8041,4185,3856
77,16056,2011,1.9,17.4,75.3,5.3,1.9,8,37.7,13,7.8,19.1,12.4,9.7,4999,2818,2181
78,16055,2011,8,42.5,42.3,7.2,2.6,6,47,17,8.9,12.8,5.8,5,8291,4185,4106
79,15668,2011,14.3,13.8,65.5,6.4,1.8,6.4,43.6,17.3,13.7,10.9,6.3,3.4,13121,6669,6452
80,15642,2011,16.1,27.4,45.8,10.7,2.8,5.9,40.6,18.6,9.7,16.2,6.1,4.7,45590,23429,22161
81,15332,2011,8.6,18.4,62.5,10.5,2.9,7.2,46.2,11.7,11.2,13.6,7.3,9.6,8452,4197,4255
82,15142,2011,8.6,32.1,45.6,13.7,1.4,3.1,21.4,13.6,5,29.4,25.9,8.8,1120,547,573
83,15217,2011,11.6,32.4,34.7,21.3,2.2,5.9,26.5,16.2,7.7,20.9,20.6,12,27402,13681,13721
84,15071,2011,0,0,0,0,0,50.9,49.1,0,0,0,0,6.4,9567,4845,4722
85,15108,2011,15.6,57.6,26.8,0,3.7,7.9,51.5,17.2,8.9,6.4,4.4,9.3,39373,20071,19302
86,15086,2011,0,0,100,0,0,0,78,22,0,0,0,5.1,390,182,208
87,15005,2011,0,0,100,0,0,36.7,38,0,7.3,18,0,6.8,9323,4862,4461
88,15104,2011,12.4,28.2,35.2,24.1,2.5,6.7,37,19.2,8.4,19,7.2,31.9,9326,4831,4495
89,15221,2011,2.7,33.1,54.6,9.6,1.1,4.7,23.4,11.6,4.3,24.8,30.1,20.8,31323,17517,13806
90,15145,2011,15.3,20.8,46.3,17.6,2.3,4,27.5,17.5,9.6,25.2,14.1,15.8,7516,3881,3635
91,15028,2011,0,22.4,57.1,20.4,2.5,6.8,45.9,16.1,9.4,18,1.4,10.6,94,54,40
92,15139,2011,10.7,45.6,26.9,16.8,1.5,6.9,48.3,16.9,9.3,13.1,3.9,4.9,6346,3367,2979
93,15215,2011,9.3,24,50.1,16.6,1.5,4.8,28.6,17.5,9.4,24.9,13.2,10.5,12718,6444,6274
94,16046,2011,0,61.9,38.1,0,5.9,11.8,49,10.8,11.8,10.8,0,2.7,13251,6907,6344
95,15143,2011,15,30.6,30,24.4,3,5.7,44.7,19.7,10.7,8.7,7.4,4.4,19276,10060,9216
96,15205,2011,12.7,23.1,27.7,36.4,4,6.1,24.3,16.7,7.6,18.6,22.6,9.7,22479,11583,10896
97,15220,2011,15.2,34.6,37,13.2,2.6,5.8,29.5,19.4,9.6,17.6,15.4,7.2,17364,8893,8471
98,15031,2011,15.1,50.4,23.1,11.4,4.4,11,53.4,10.8,7.4,9.6,3.3,42.4,314,145,169
99,15102,2011,25.7,32.8,33.1,8.4,4.8,12.3,41.7,23.3,9.2,6.4,2.4,2.4,29638,15138,14500
100,15228,2011,8.4,38,28.6,25,1.2,5.5,33.3,17.6,9.2,22.7,10.5,7,17668,9139,8529
101,15216,2011,1.7,17.7,45.2,35.5,1,2.7,12.5,10.6,3.4,26,43.7,9.1,23442,12033,11409
102,15136,2011,18.1,20.9,57.2,3.8,2.3,8.3,41.7,19.6,9.5,14,4.5,18.4,21764,11521,10243
103,15204,2011,11.7,29.7,40.4,18.1,1.4,5.6,35.6,16.9,8.5,21.3,10.7,21.4,7683,4325,3358
104,15122,2011,0,43.5,30,26.5,1.6,5,25.6,19.1,11.7,22.6,14.5,12.5,20340,10919,9421
105,15235,2011,6.5,29,49.4,15.1,2.3,4.5,33.9,18.9,10,20,10.3,10.1,34836,18410,16426
106,15237,2011,6.9,28.6,38.2,26.3,1.2,2.8,19.8,11.9,6.2,29.2,29,5.1,40750,21455,19295
107,15202,2011,2.4,13.7,47.5,36.4,3.4,6.6,23.2,14.3,6.2,26,20.3,11.8,19762,10343,9419
108,15116,2011,11.3,20.3,50.1,18.3,2.3,6.6,39.5,18.7,10.2,14.5,8.2,3.9,14022,7304,6718
109,15037,2011,0,100,0,0,0,29.3,63.1,0,7.6,0,0,8,11089,5986,5103
110,15088,2011,0,11.2,74.3,14.5,3.9,7.6,45.1,17.7,8.6,11.5,5.6,25.3,809,418,391
111,15083,2011,30.7,32.2,26.7,10.3,3.7,10.1,42.5,17.1,10.9,10.5,5.1,12.9,912,463,449
112,15276,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,15282,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,16229,2011,13.5,36.5,46.2,3.8,5.1,7.6,62.9,13.8,8.1,1.7,0.8,6.6,5085,2531,2554
115,15076,2011,33.3,27.8,11.1,27.8,0.9,9.1,63.6,8.2,14.5,3.6,0,18.3,1084,622,462
116,15075,2011,44.1,13.5,42.3,0,5.3,1.9,59.8,11.1,11.1,6.8,4,43.8,48,23,25
117,15068,2011,4.1,24,60.8,11.2,0.6,3.8,36.9,17.5,9.7,19,12.5,16.2,38120,19667,18453
118,15065,2011,15,44.8,31.8,8.4,4.1,6.9,44.6,19,9.5,11,4.9,14.6,11742,6269,5473
119,15064,2011,22.6,32.9,31.6,12.9,1.1,5.8,48,16.7,9,13.2,6.1,31.5,466,237,229
120,15063,2011,0,13.3,86.7,0,6.7,7.9,55.9,13,0,12.7,3.8,11.2,11327,5964,5363
